gene_symbol,citrus_sinensis_id,arabidopsis_id,gene_description,mapman_bin,condition,condition_label,log2_fold_change_vs_healthy,direction
2OG-Fe(II),orange1.1g017979m,AT3G13610,2-oxoglutarate (2OG) and Fe(II)-dependent oxygenases,hormone metabolism.ethylene.synthesis-degradation,healthy_mock,healthy/mock-inoculated control,0.0,baseline
2OG-Fe(II),orange1.1g017979m,AT3G13610,2-oxoglutarate (2OG) and Fe(II)-dependent oxygenases,hormone metabolism.ethylene.synthesis-degradation,mild_ctv_b2,mild Citrus tristeza virus strain B2,4.79205,up
BGLU11,orange1.1g018009m,AT1G02850,betaglucosidase11,"misc.gluco-, galacto- and mannosidases",healthy_mock,healthy/mock-inoculated control,0.0,baseline
BGLU11,orange1.1g018009m,AT1G02850,betaglucosidase11,"misc.gluco-, galacto- and mannosidases",mild_ctv_b2,mild Citrus tristeza virus strain B2,2.07294,up
ZIP5,orange1.1g018051m,AT1G05300,zinc transporter 5 precursor,transport.metal,healthy_mock,healthy/mock-inoculated control,0.0,baseline
ZIP5,orange1.1g018051m,AT1G05300,zinc transporter 5 precursor,transport.metal,mild_ctv_b2,mild Citrus tristeza virus strain B2,-2.51657,down
ZIP5,orange1.1g018051m,AT1G05300,zinc transporter 5 precursor,transport.metal,severe_ctv_b6,severe Citrus tristeza virus strain B6,0.524487,below_threshold
2OG-Fe(II),orange1.1g018077m,AT3G13610,2-oxoglutarate (2OG) and Fe(II)-dependent oxygenases,hormone metabolism.ethylene.synthesis-degradation,healthy_mock,healthy/mock-inoculated control,0.0,baseline
ZIP1,orange1.1g018182m,AT3G12750,zinc transporter 1 precursor ,transport.metal,healthy_mock,healthy/mock-inoculated control,0.0,baseline
"THI1,TZ,THI4",orange1.1g018188m,AT5G54770,"thiazolebiosyntheticenzyme,chloroplast(ARA6)(THI1)(THI4)",Co-factor and vitamine metabolism.thiamine,healthy_mock,healthy/mock-inoculated control,0.0,baseline
"THI1,TZ,THI4",orange1.1g018188m,AT5G54770,"thiazolebiosyntheticenzyme,chloroplast(ARA6)(THI1)(THI4)",Co-factor and vitamine metabolism.thiamine,mild_ctv_b2,mild Citrus tristeza virus strain B2,3.01568,up
"THI1,TZ,THI4",orange1.1g018188m,AT5G54770,"thiazolebiosyntheticenzyme,chloroplast(ARA6)(THI1)(THI4)",Co-factor and vitamine metabolism.thiamine,severe_ctv_b6,severe Citrus tristeza virus strain B6,3.98517,up
TGA1,orange1.1g018192m,AT5G65210,bzip transcription factor,RNA.regulation of transcription.bZIP transcription factor family,healthy_mock,healthy/mock-inoculated control,0.0,baseline
Calmodulin,orange1.1g018335m,AT1G73805,Calmodulin binding protein-like,signalling.calcium,healthy_mock,healthy/mock-inoculated control,0.0,baseline
OMT1,orange1.1g018405m,AT5G54160,O-methyl transferase 1,misc.O-methyl transferases,healthy_mock,healthy/mock-inoculated control,0.0,baseline
OMT1,orange1.1g018405m,AT5G54160,O-methyl transferase 1,misc.O-methyl transferases,mild_ctv_b2,mild Citrus tristeza virus strain B2,1.97605,up
"THI1,TZ,THI4",orange1.1g018414m,AT5G54770,"thiazolebiosyntheticenzyme,chloroplast(ARA6)(THI1)(THI4)",Co-factor and vitamine metabolism.thiamine,healthy_mock,healthy/mock-inoculated control,0.0,baseline
"THI1,TZ,THI4",orange1.1g018414m,AT5G54770,"thiazolebiosyntheticenzyme,chloroplast(ARA6)(THI1)(THI4)",Co-factor and vitamine metabolism.thiamine,severe_ctv_b6,severe Citrus tristeza virus strain B6,1.85226,up
HSFC1,orange1.1g018495m,AT3G24520,heat shock transcription factor C1,"RNA.regulation of transcription.HSF,Heat-shock transcription factor family",healthy_mock,healthy/mock-inoculated control,0.0,baseline
HSFC1,orange1.1g018495m,AT3G24520,heat shock transcription factor C1,"RNA.regulation of transcription.HSF,Heat-shock transcription factor family",severe_ctv_b6,severe Citrus tristeza virus strain B6,1.95465,up
Calmodulin,orange1.1g018680m,AT1G73805,Calmodulin binding protein-like,signalling.calcium,healthy_mock,healthy/mock-inoculated control,0.0,baseline
ZIP1,orange1.1g018732m,AT3G12750,zinc transporter 1 precursor ,transport.metal,healthy_mock,healthy/mock-inoculated control,0.0,baseline
PA2,orange1.1g018796m,AT5G06720,peroxidase2,misc.peroxidases,healthy_mock,healthy/mock-inoculated control,0.0,baseline
PA2,orange1.1g018796m,AT5G06720,peroxidase2,misc.peroxidases,mild_ctv_b2,mild Citrus tristeza virus strain B2,1.24507,up
*,orange1.1g018804m,AT5G07050,nodulinMtN21/EamA-like transporter,development.unspecified,healthy_mock,healthy/mock-inoculated control,0.0,baseline
PA2,orange1.1g018847m,AT5G06720,peroxidase2,misc.peroxidases,healthy_mock,healthy/mock-inoculated control,0.0,baseline
PA2,orange1.1g018847m,AT5G06720,peroxidase2,misc.peroxidases,mild_ctv_b2,mild Citrus tristeza virus strain B2,1.19672,up
PA2,orange1.1g018873m,AT5G06720,peroxidase2,misc.peroxidases,healthy_mock,healthy/mock-inoculated control,0.0,baseline
PA2,orange1.1g018873m,AT5G06720,peroxidase2,misc.peroxidases,mild_ctv_b2,mild Citrus tristeza virus strain B2,2.18512,up
JMT,orange1.1g018892m,AT1G19640,jasmonic acid carboxyl methyl transferase ,hormone metabolism.salicylic acid.synthesis-degradation,healthy_mock,healthy/mock-inoculated control,0.0,baseline
JMT,orange1.1g018892m,AT1G19640,jasmonic acid carboxyl methyl transferase ,hormone metabolism.salicylic acid.synthesis-degradation,mild_ctv_b2,mild Citrus tristeza virus strain B2,2.02006,up
JMT,orange1.1g018892m,AT1G19640,jasmonic acid carboxyl methyl transferase ,hormone metabolism.salicylic acid.synthesis-degradation,severe_ctv_b6,severe Citrus tristeza virus strain B6,3.15062,up
*,orange1.1g018934m,AT5G40240,nodulinMtN21/EamA-like transporter,development.unspecified,healthy_mock,healthy/mock-inoculated control,0.0,baseline
*,orange1.1g018934m,AT5G40240,nodulinMtN21/EamA-like transporter,development.unspecified,severe_ctv_b6,severe Citrus tristeza virus strain B6,1.19871,up
*,orange1.1g019022m,AT5G40240,nodulinMtN21/EamA-like transporter,development.unspecified,healthy_mock,healthy/mock-inoculated control,0.0,baseline
*,orange1.1g019022m,AT5G40240,nodulinMtN21/EamA-like transporter,development.unspecified,severe_ctv_b6,severe Citrus tristeza virus strain B6,1.12848,up
2OG-Fe(II),orange1.1g019027m,AT4G10490,2-oxoglutarate (2OG) and Fe(II)-dependent oxygenases,hormone metabolism.ethylene.synthesis-degradation,healthy_mock,healthy/mock-inoculated control,0.0,baseline
2OG-Fe(II),orange1.1g019027m,AT4G10490,2-oxoglutarate (2OG) and Fe(II)-dependent oxygenases,hormone metabolism.ethylene.synthesis-degradation,mild_ctv_b2,mild Citrus tristeza virus strain B2,4.24161,up
2OG-Fe(II),orange1.1g019027m,AT4G10490,2-oxoglutarate (2OG) and Fe(II)-dependent oxygenases,hormone metabolism.ethylene.synthesis-degradation,severe_ctv_b6,severe Citrus tristeza virus strain B6,4.10096,up
CDR1,orange1.1g019179m,AT5G33340,Eukaryotic aspartyl protease ,RNA.regulation of transcription.unclassified,healthy_mock,healthy/mock-inoculated control,0.0,baseline
CDR1,orange1.1g019179m,AT5G33340,Eukaryotic aspartyl protease ,RNA.regulation of transcription.unclassified,severe_ctv_b6,severe Citrus tristeza virus strain B6,3.23545,up
BG1,orange1.1g019260m,AT3G57270,"beta-1,3-glucanase1","misc.beta 1,3 glucan hydrolases.glucan endo-1,3-beta-glucosidase",healthy_mock,healthy/mock-inoculated control,0.0,baseline
*,orange1.1g019278m,AT1G71695,Peroxidase super family protein,misc.peroxidases,healthy_mock,healthy/mock-inoculated control,0.0,baseline
WRKY28,orange1.1g019375m,AT4G18170,transcription factor WRKY28,RNA.regulation of transcription.WRKY domain transcription factor family,healthy_mock,healthy/mock-inoculated control,0.0,baseline
HSFA8,orange1.1g019422m,AT1G67970,heat shock transcription factor A8 ,"RNA.regulation of transcription.HSF,Heat-shock transcription factor family",healthy_mock,healthy/mock-inoculated control,0.0,baseline
HSFA8,orange1.1g019422m,AT1G67970,heat shock transcription factor A8 ,"RNA.regulation of transcription.HSF,Heat-shock transcription factor family",severe_ctv_b6,severe Citrus tristeza virus strain B6,1.37224,up
JMJD5,orange1.1g019532m,AT3G20810, jumonji (jmjC) domain-containing protein,RNA.regulation of transcription.JUMONJI family,healthy_mock,healthy/mock-inoculated control,0.0,baseline
JMJD5,orange1.1g019532m,AT3G20810, jumonji (jmjC) domain-containing protein,RNA.regulation of transcription.JUMONJI family,severe_ctv_b6,severe Citrus tristeza virus strain B6,1.08114,up
RCI3,orange1.1g019629m,AT1G05260,Peroxidase super family protein,misc.peroxidases,healthy_mock,healthy/mock-inoculated control,0.0,baseline
RCI3,orange1.1g019629m,AT1G05260,Peroxidase super family protein,misc.peroxidases,severe_ctv_b6,severe Citrus tristeza virus strain B6,-1.10697,down
DMR6,orange1.1g019665m,AT5G24530,2-oxoglutarate (2OG) and Fe(II)-dependent oxygenases,hormone metabolism.ethylene.synthesis-degradation,healthy_mock,healthy/mock-inoculated control,0.0,baseline
DMR6,orange1.1g019665m,AT5G24530,2-oxoglutarate (2OG) and Fe(II)-dependent oxygenases,hormone metabolism.ethylene.synthesis-degradation,mild_ctv_b2,mild Citrus tristeza virus strain B2,1.85641,up
DMR6,orange1.1g019665m,AT5G24530,2-oxoglutarate (2OG) and Fe(II)-dependent oxygenases,hormone metabolism.ethylene.synthesis-degradation,severe_ctv_b6,severe Citrus tristeza virus strain B6,2.76818,up
*,orange1.1g019843m,AT3G47570,Leucine-rich repeat protein kinase ,signalling.receptor kinases.leucine rich repeat XI,healthy_mock,healthy/mock-inoculated control,0.0,baseline
*,orange1.1g019843m,AT3G47570,Leucine-rich repeat protein kinase ,signalling.receptor kinases.leucine rich repeat XI,severe_ctv_b6,severe Citrus tristeza virus strain B6,1.24999,up
MYB108,orange1.1g019911m,AT3G06490,"MYB108,AtMYB108,BOS1",RNA.regulation of transcription.MYB domain transcription factor family,healthy_mock,healthy/mock-inoculated control,0.0,baseline
MYB108,orange1.1g019911m,AT3G06490,"MYB108,AtMYB108,BOS1",RNA.regulation of transcription.MYB domain transcription factor family,severe_ctv_b6,severe Citrus tristeza virus strain B6,-1.85517,down
2OG-Fe(II),orange1.1g020129m,AT3G21360,2-oxoglutarate (2OG) and Fe(II)-dependent oxygenases,not assigned.unknown,healthy_mock,healthy/mock-inoculated control,0.0,baseline
2OG-Fe(II),orange1.1g020129m,AT3G21360,2-oxoglutarate (2OG) and Fe(II)-dependent oxygenases,not assigned.unknown,severe_ctv_b6,severe Citrus tristeza virus strain B6,1.06268,up
CLH1,orange1.1g020188m,AT1G19670,chlorophyllase1,tetrapyrrole synthesis.unspecified,healthy_mock,healthy/mock-inoculated control,0.0,baseline
CLH1,orange1.1g020199m,AT1G19670,chlorophyllase1,tetrapyrrole synthesis.unspecified,healthy_mock,healthy/mock-inoculated control,0.0,baseline
 WRKY70,orange1.1g020291m,AT3G56400,transcription factor WRKY70,RNA.regulation of transcription.WRKY domain transcription factor family,healthy_mock,healthy/mock-inoculated control,0.0,baseline
 WRKY70,orange1.1g020291m,AT3G56400,transcription factor WRKY70,RNA.regulation of transcription.WRKY domain transcription factor family,mild_ctv_b2,mild Citrus tristeza virus strain B2,1.81974,up
 WRKY70,orange1.1g020291m,AT3G56400,transcription factor WRKY70,RNA.regulation of transcription.WRKY domain transcription factor family,severe_ctv_b6,severe Citrus tristeza virus strain B6,3.8643,up
*,orange1.1g020389m, AT5G52660 ,myb family transcription factor,RNA.regulation of transcription.MYB-related transcription factor family,healthy_mock,healthy/mock-inoculated control,0.0,baseline
*,orange1.1g020389m, AT5G52660 ,myb family transcription factor,RNA.regulation of transcription.MYB-related transcription factor family,severe_ctv_b6,severe Citrus tristeza virus strain B6,1.00468,up
MYB62,orange1.1g020603m,AT1G68320,myb domain protein 62,RNA.regulation of transcription.MYB domain transcription factor family,healthy_mock,healthy/mock-inoculated control,0.0,baseline
RCI3,orange1.1g020619m,AT1G05260,Peroxidase super family protein,misc.peroxidases,healthy_mock,healthy/mock-inoculated control,0.0,baseline
RCI3,orange1.1g020619m,AT1G05260,Peroxidase super family protein,misc.peroxidases,severe_ctv_b6,severe Citrus tristeza virus strain B6,-1.08196,down
ABR1,orange1.1g020801m,AT5G64750,Integrase-type DNA-binding  protein,"RNA.regulation of transcription.AP2/EREBP, APETALA2/Ethylene-responsive element binding protein family",healthy_mock,healthy/mock-inoculated control,0.0,baseline
ABR1,orange1.1g020801m,AT5G64750,Integrase-type DNA-binding  protein,"RNA.regulation of transcription.AP2/EREBP, APETALA2/Ethylene-responsive element binding protein family",mild_ctv_b2,mild Citrus tristeza virus strain B2,3.16984,up
"THI1,TZ,THI4",orange1.1g020815m,AT5G54770,"thiazolebiosyntheticenzyme,chloroplast(ARA6)(THI1)(THI4)",Co-factor and vitamine metabolism.thiamine,healthy_mock,healthy/mock-inoculated control,0.0,baseline
"THI1,TZ,THI4",orange1.1g020815m,AT5G54770,"thiazolebiosyntheticenzyme,chloroplast(ARA6)(THI1)(THI4)",Co-factor and vitamine metabolism.thiamine,severe_ctv_b6,severe Citrus tristeza virus strain B6,1.89498,up
 WRKY40,orange1.1g020831m,AT1G80840,transcription factor WRKY40,RNA.regulation of transcription.WRKY domain transcription factor family,healthy_mock,healthy/mock-inoculated control,0.0,baseline
GGPS1,orange1.1g020845m,AT4G36810,geranylgeranylpyro phosphate synthase1,secondary metabolism.isoprenoids.non-mevalonate pathway.geranylgeranyl pyrophosphate synthase,healthy_mock,healthy/mock-inoculated control,0.0,baseline
GGPS1,orange1.1g020845m,AT4G36810,geranylgeranylpyro phosphate synthase1,secondary metabolism.isoprenoids.non-mevalonate pathway.geranylgeranyl pyrophosphate synthase,mild_ctv_b2,mild Citrus tristeza virus strain B2,3.88334,up
CYP81D8,orange1.1g020899m,AT4G37370,"cytochromeP450,family81,subfamilyD,polypeptide8",misc.cytochrome P450,healthy_mock,healthy/mock-inoculated control,0.0,baseline
ABR1,orange1.1g020922m,AT5G64750,Integrase-type DNA-binding  protein,"RNA.regulation of transcription.AP2/EREBP, APETALA2/Ethylene-responsive element binding protein family",healthy_mock,healthy/mock-inoculated control,0.0,baseline
ABR1,orange1.1g020922m,AT5G64750,Integrase-type DNA-binding  protein,"RNA.regulation of transcription.AP2/EREBP, APETALA2/Ethylene-responsive element binding protein family",mild_ctv_b2,mild Citrus tristeza virus strain B2,2.68756,up
CLH2,orange1.1g020950m,AT5G43860,chlorophyllase2,tetrapyrrole synthesis.unspecified,healthy_mock,healthy/mock-inoculated control,0.0,baseline
,orange1.1g020998m,AT5G25560,zinc finger (C3HC4-type RING finger) ,protein.degradation.ubiquitin.E3.RING,healthy_mock,healthy/mock-inoculated control,0.0,baseline
,orange1.1g020998m,AT5G25560,zinc finger (C3HC4-type RING finger) ,protein.degradation.ubiquitin.E3.RING,severe_ctv_b6,severe Citrus tristeza virus strain B6,1.2,up
,orange1.1g021009m,AT5G25560,zinc finger (C3HC4-type RING finger) ,protein.degradation.ubiquitin.E3.RING,healthy_mock,healthy/mock-inoculated control,0.0,baseline
,orange1.1g021009m,AT5G25560,zinc finger (C3HC4-type RING finger) ,protein.degradation.ubiquitin.E3.RING,severe_ctv_b6,severe Citrus tristeza virus strain B6,1.4,up
,orange1.1g021012m,AT5G25560,zinc finger (C3HC4-type RING finger) ,protein.degradation.ubiquitin.E3.RING,healthy_mock,healthy/mock-inoculated control,0.0,baseline
,orange1.1g021012m,AT5G25560,zinc finger (C3HC4-type RING finger) ,protein.degradation.ubiquitin.E3.RING,severe_ctv_b6,severe Citrus tristeza virus strain B6,1.8,up
,orange1.1g021013m,AT5G25560 ,zinc finger (C3HC4-type RING finger) ,protein.degradation.ubiquitin.E3.RING,healthy_mock,healthy/mock-inoculated control,0.0,baseline
,orange1.1g021013m,AT5G25560 ,zinc finger (C3HC4-type RING finger) ,protein.degradation.ubiquitin.E3.RING,severe_ctv_b6,severe Citrus tristeza virus strain B6,1.6,up
,orange1.1g021021m,AT5G25560,zinc finger (C3HC4-type RING finger) ,protein.degradation.ubiquitin.E3.RING,healthy_mock,healthy/mock-inoculated control,0.0,baseline
,orange1.1g021021m,AT5G25560,zinc finger (C3HC4-type RING finger) ,protein.degradation.ubiquitin.E3.RING,severe_ctv_b6,severe Citrus tristeza virus strain B6,1.1,up
,orange1.1g021022m,AT5G25560,zinc finger (C3HC4-type RING finger) ,protein.degradation.ubiquitin.E3.RING,healthy_mock,healthy/mock-inoculated control,0.0,baseline
,orange1.1g021022m,AT5G25560,zinc finger (C3HC4-type RING finger) ,protein.degradation.ubiquitin.E3.RING,severe_ctv_b6,severe Citrus tristeza virus strain B6,1.2,up
,orange1.1g021038m,AT5G25560,zinc finger (C3HC4-type RING finger) ,protein.degradation.ubiquitin.E3.RING,healthy_mock,healthy/mock-inoculated control,0.0,baseline
,orange1.1g021038m,AT5G25560,zinc finger (C3HC4-type RING finger) ,protein.degradation.ubiquitin.E3.RING,severe_ctv_b6,severe Citrus tristeza virus strain B6,1.6,up
,orange1.1g021043m,AT5G25560,zinc finger (C3HC4-type RING finger) ,protein.degradation.ubiquitin.E3.RING,healthy_mock,healthy/mock-inoculated control,0.0,baseline
,orange1.1g021043m,AT5G25560,zinc finger (C3HC4-type RING finger) ,protein.degradation.ubiquitin.E3.RING,severe_ctv_b6,severe Citrus tristeza virus strain B6,1.3,up
,orange1.1g021049m,AT5G25560 ,zinc finger (C3HC4-type RING finger) ,protein.degradation.ubiquitin.E3.RING,healthy_mock,healthy/mock-inoculated control,0.0,baseline
,orange1.1g021049m,AT5G25560 ,zinc finger (C3HC4-type RING finger) ,protein.degradation.ubiquitin.E3.RING,severe_ctv_b6,severe Citrus tristeza virus strain B6,1.3,up
,orange1.1g021059m,AT5G25560,zinc finger (C3HC4-type RING finger) ,protein.degradation.ubiquitin.E3.RING,healthy_mock,healthy/mock-inoculated control,0.0,baseline
,orange1.1g021059m,AT5G25560,zinc finger (C3HC4-type RING finger) ,protein.degradation.ubiquitin.E3.RING,severe_ctv_b6,severe Citrus tristeza virus strain B6,1.2,up
,orange1.1g021060m,AT5G25560,zinc finger (C3HC4-type RING finger) ,protein.degradation.ubiquitin.E3.RING,healthy_mock,healthy/mock-inoculated control,0.0,baseline
,orange1.1g021060m,AT5G25560,zinc finger (C3HC4-type RING finger) ,protein.degradation.ubiquitin.E3.RING,severe_ctv_b6,severe Citrus tristeza virus strain B6,1.2,up
MYB44,orange1.1g021071m,AT5G67300,myb domain proteinr 1,RNA.regulation of transcription.MYB domain transcription factor family,healthy_mock,healthy/mock-inoculated control,0.0,baseline
MYB44,orange1.1g021071m,AT5G67300,myb domain proteinr 1,RNA.regulation of transcription.MYB domain transcription factor family,severe_ctv_b6,severe Citrus tristeza virus strain B6,1.00895,up
*,orange1.1g021118m,AT5G42180,Peroxidase super family protein,misc.peroxidases,healthy_mock,healthy/mock-inoculated control,0.0,baseline
*,orange1.1g021118m,AT5G42180,Peroxidase super family protein,misc.peroxidases,severe_ctv_b6,severe Citrus tristeza virus strain B6,1.48181,up
JMJD5,orange1.1g021131m,AT3G20810, jumonji (jmjC) domain-containing protein,RNA.regulation of transcription.JUMONJI family,healthy_mock,healthy/mock-inoculated control,0.0,baseline
JMJD5,orange1.1g021131m,AT3G20810, jumonji (jmjC) domain-containing protein,RNA.regulation of transcription.JUMONJI family,severe_ctv_b6,severe Citrus tristeza virus strain B6,1.34415,up
MYB62,orange1.1g021188m,AT1G68320,myb domain protein 62,RNA.regulation of transcription.MYB domain transcription factor family,healthy_mock,healthy/mock-inoculated control,0.0,baseline
RLP9,orange1.1g021196m,AT1G58190,receptor like protein 9,stress.biotic,healthy_mock,healthy/mock-inoculated control,0.0,baseline
RLP9,orange1.1g021196m,AT1G58190,receptor like protein 9,stress.biotic,severe_ctv_b6,severe Citrus tristeza virus strain B6,1.36963,up
,orange1.1g021224m,AT5G25560,zinc finger (C3HC4-type RING finger) ,protein.degradation.ubiquitin.E3.RING,healthy_mock,healthy/mock-inoculated control,0.0,baseline
,orange1.1g021224m,AT5G25560,zinc finger (C3HC4-type RING finger) ,protein.degradation.ubiquitin.E3.RING,severe_ctv_b6,severe Citrus tristeza virus strain B6,1.3,up
UTR2,orange1.1g021318m,AT4G23010,UDP-galactose transporter 2,transport.NDP-sugars at the ER,healthy_mock,healthy/mock-inoculated control,0.0,baseline
UTR2,orange1.1g021318m,AT4G23010,UDP-galactose transporter 2,transport.NDP-sugars at the ER,severe_ctv_b6,severe Citrus tristeza virus strain B6,1.19477,up
B-box,orange1.1g021343m,AT1G28050,B-box type zinc finger protein with CCT domain,"RNA.regulation of transcription.C2C2(Zn) CO-like, Constans-like zinc finger family",healthy_mock,healthy/mock-inoculated control,0.0,baseline
B-box,orange1.1g021343m,AT1G28050,B-box type zinc finger protein with CCT domain,"RNA.regulation of transcription.C2C2(Zn) CO-like, Constans-like zinc finger family",severe_ctv_b6,severe Citrus tristeza virus strain B6,1.44317,up
*,orange1.1g021430m,AT5G42180,Peroxidase super family protein,misc.peroxidases,healthy_mock,healthy/mock-inoculated control,0.0,baseline
*,orange1.1g021442m,AT1G70820,"phosphoglucomutase,putative/glucosephosphomutase,putative",glycolysis.plastid branch.phosphoglucomutase (PGM),healthy_mock,healthy/mock-inoculated control,0.0,baseline
*,orange1.1g021442m,AT1G70820,"phosphoglucomutase,putative/glucosephosphomutase,putative",glycolysis.plastid branch.phosphoglucomutase (PGM),mild_ctv_b2,mild Citrus tristeza virus strain B2,1.35333,up
*,orange1.1g021442m,AT1G70820,"phosphoglucomutase,putative/glucosephosphomutase,putative",glycolysis.plastid branch.phosphoglucomutase (PGM),severe_ctv_b6,severe Citrus tristeza virus strain B6,1.91938,up
*,orange1.1g021592m,AT1G49570,Peroxidase super family protein,misc.peroxidases,healthy_mock,healthy/mock-inoculated control,0.0,baseline
*,orange1.1g021592m,AT1G49570,Peroxidase super family protein,misc.peroxidases,mild_ctv_b2,mild Citrus tristeza virus strain B2,2.30549,up
 WRKY70,orange1.1g021598m,AT3G56400,transcription factor WRKY70,RNA.regulation of transcription.WRKY domain transcription factor family,healthy_mock,healthy/mock-inoculated control,0.0,baseline
 WRKY70,orange1.1g021598m,AT3G56400,transcription factor WRKY70,RNA.regulation of transcription.WRKY domain transcription factor family,severe_ctv_b6,severe Citrus tristeza virus strain B6,1.78976,up
Oxidoreductase,orange1.1g021628m,AT1G23740,"Oxidoreductase,zinc-binding dehydrogenase","misc.oxidases - copper, flavone etc",healthy_mock,healthy/mock-inoculated control,0.0,baseline
Oxidoreductase,orange1.1g021628m,AT1G23740,"Oxidoreductase,zinc-binding dehydrogenase","misc.oxidases - copper, flavone etc",severe_ctv_b6,severe Citrus tristeza virus strain B6,1.84363,up
,orange1.1g021781m,AT5G25560,zinc finger (C3HC4-type RING finger) ,protein.degradation.ubiquitin.E3.RING,healthy_mock,healthy/mock-inoculated control,0.0,baseline
,orange1.1g021781m,AT5G25560,zinc finger (C3HC4-type RING finger) ,protein.degradation.ubiquitin.E3.RING,severe_ctv_b6,severe Citrus tristeza virus strain B6,1.1,up
,orange1.1g021794m,AT5G25560,zinc finger (C3HC4-type RING finger) ,protein.degradation.ubiquitin.E3.RING,healthy_mock,healthy/mock-inoculated control,0.0,baseline
,orange1.1g021794m,AT5G25560,zinc finger (C3HC4-type RING finger) ,protein.degradation.ubiquitin.E3.RING,severe_ctv_b6,severe Citrus tristeza virus strain B6,1.2,up
NAC072,orange1.1g021882m,AT4G27410,NAC(NoApicalMeristem) domain transcriptional regulator,development.unspecified,healthy_mock,healthy/mock-inoculated control,0.0,baseline
*,orange1.1g022076m, AT5G52660 ,myb family transcription factor,RNA.regulation of transcription.MYB-related transcription factor family,healthy_mock,healthy/mock-inoculated control,0.0,baseline
*,orange1.1g022076m, AT5G52660 ,myb family transcription factor,RNA.regulation of transcription.MYB-related transcription factor family,severe_ctv_b6,severe Citrus tristeza virus strain B6,1.16246,up
MYB44,orange1.1g022144m,AT5G67300,myb domain proteinr 1,RNA.regulation of transcription.MYB domain transcription factor family,healthy_mock,healthy/mock-inoculated control,0.0,baseline
MYB44,orange1.1g022144m,AT5G67300,myb domain proteinr 1,RNA.regulation of transcription.MYB domain transcription factor family,severe_ctv_b6,severe Citrus tristeza virus strain B6,1.31388,up
XTR6,orange1.1g022933m,AT5G65730,xyloglucan endotrans glucosylase/hydrolase6,cell wall.modification,healthy_mock,healthy/mock-inoculated control,0.0,baseline
*,orange1.1g022948m,AT1G70820,"phosphoglucomutase,putative/glucosephosphomutase,putative",glycolysis.plastid branch.phosphoglucomutase (PGM),healthy_mock,healthy/mock-inoculated control,0.0,baseline
*,orange1.1g022948m,AT1G70820,"phosphoglucomutase,putative/glucosephosphomutase,putative",glycolysis.plastid branch.phosphoglucomutase (PGM),mild_ctv_b2,mild Citrus tristeza virus strain B2,1.76147,up
*,orange1.1g022948m,AT1G70820,"phosphoglucomutase,putative/glucosephosphomutase,putative",glycolysis.plastid branch.phosphoglucomutase (PGM),severe_ctv_b6,severe Citrus tristeza virus strain B6,1.9898,up
XTR6,orange1.1g023112m,AT5G65730,xyloglucan endotrans glucosylase/hydrolase6,cell wall.modification,healthy_mock,healthy/mock-inoculated control,0.0,baseline
XTR6/XTH23,orange1.1g023204m,AT4G25810,xyloglucan endotrans glycosylase6,cell wall.modification,healthy_mock,healthy/mock-inoculated control,0.0,baseline
XTR6/XTH23,orange1.1g023204m,AT4G25810,xyloglucan endotrans glycosylase6,cell wall.modification,mild_ctv_b2,mild Citrus tristeza virus strain B2,2.12783,up
XTR6/XTH23,orange1.1g023204m,AT4G25810,xyloglucan endotrans glycosylase6,cell wall.modification,severe_ctv_b6,severe Citrus tristeza virus strain B6,2.80235,up
ERF104,orange1.1g023209m,AT5G61600,ethylene response factor 104,hormone metabolism.ethylene.signal transduction,healthy_mock,healthy/mock-inoculated control,0.0,baseline
Oxidoreductase,orange1.1g023273m,AT1G23740,"Oxidoreductase,zinc-binding dehydrogenase","misc.oxidases - copper, flavone etc",healthy_mock,healthy/mock-inoculated control,0.0,baseline
Oxidoreductase,orange1.1g023273m,AT1G23740,"Oxidoreductase,zinc-binding dehydrogenase","misc.oxidases - copper, flavone etc",severe_ctv_b6,severe Citrus tristeza virus strain B6,1.34561,up
*,orange1.1g023276m,AT1G12570,Glucose-methanol-choline(GMC)oxidoreductase,"misc.nitrilases, *nitrile lyases, berberine bridge enzymes, reticuline oxidases, troponine reductases",healthy_mock,healthy/mock-inoculated control,0.0,baseline
*,orange1.1g023423m,AT1G70820,"phosphoglucomutase,putative/glucosephosphomutase,putative",glycolysis.plastid branch.phosphoglucomutase (PGM),healthy_mock,healthy/mock-inoculated control,0.0,baseline
*,orange1.1g023423m,AT1G70820,"phosphoglucomutase,putative/glucosephosphomutase,putative",glycolysis.plastid branch.phosphoglucomutase (PGM),mild_ctv_b2,mild Citrus tristeza virus strain B2,1.49698,up
*,orange1.1g023423m,AT1G70820,"phosphoglucomutase,putative/glucosephosphomutase,putative",glycolysis.plastid branch.phosphoglucomutase (PGM),severe_ctv_b6,severe Citrus tristeza virus strain B6,2.14934,up
WAKL7,orange1.1g023486m,AT1G16090,walla ssociated kinase-like 7,signalling.receptor kinases.wall associated kinase,healthy_mock,healthy/mock-inoculated control,0.0,baseline
PA2,orange1.1g023510m,AT5G06720,peroxidase2,misc.peroxidases,healthy_mock,healthy/mock-inoculated control,0.0,baseline
PA2,orange1.1g023510m,AT5G06720,peroxidase2,misc.peroxidases,mild_ctv_b2,mild Citrus tristeza virus strain B2,1.66082,up
*,orange1.1g023625m,AT4G35160,O-methyl transferase ,secondary metabolism.phenylpropanoids,healthy_mock,healthy/mock-inoculated control,0.0,baseline
